city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,photos
Aigues-Mortes,30220,buy,castle,340572747,Château,1970-01-01T00:00:00.000Z,2023-08-30T19:38:41.021Z,False,24,9,2600000,"http://photos.exportadapt.com/34057/340572747_140.jpg, http://photos.exportadapt.com/34057/340572747_141.jpg, http://photos.exportadapt.com/34057/340572747_142.jpg, http://photos.exportadapt.com/34057/340572747_143.jpg, http://photos.exportadapt.com/34057/340572747_144.jpg, http://photos.exportadapt.com/34057/340572747_145.jpg, http://photos.exportadapt.com/34057/340572747_146.jpg, http://photos.exportadapt.com/34057/340572747_147.jpg, http://photos.exportadapt.com/34057/340572747_148.jpg, http://photos.exportadapt.com/34057/340572747_149.jpg, http://photos.exportadapt.com/34057/340572747_150.jpg, http://photos.exportadapt.com/34057/340572747_151.jpg, http://photos.exportadapt.com/34057/340572747_152.jpg, http://photos.exportadapt.com/34057/340572747_153.jpg, http://photos.exportadapt.com/34057/340572747_154.jpg, http://photos.exportadapt.com/34057/340572747_155.jpg, http://photos.exportadapt.com/34057/340572747_156.jpg, http://photos.exportadapt.com/34057/340572747_157.jpg, http://photos.exportadapt.com/34057/340572747_158.jpg, http://photos.exportadapt.com/34057/340572747_159.jpg"
Saint-Amans-Soult,81240,buy,castle,GRAUEV005829AG,A VENDRE Maison de type Château Saint Amans Soult 81240 - 81240,2023-09-05T17:48:43.178Z,2023-09-05T17:48:43.178Z,False,16,6,315000,"https://photos.ubiflow.net/691704/396821489/photos/1.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/2.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/3.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/4.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/5.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/6.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/7.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/8.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/9.jpg?INSOON_EB_5512801818_20230905153736, https://photos.ubiflow.net/691704/396821489/photos/10.jpg?INSOON_EB_5512801818_20230905153736"
Nozeroy,39250,prestige,castle,67,Château du 17ème siècle - 419 m2 - Terrain 30 ares,2023-08-29T03:35:55.972Z,2023-09-09T13:07:17.169Z,False,15,8,318000,"https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608a.jpg?DATEMAJ=29/08/2023-08:57:32, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608b.jpg?DATEMAJ=29/08/2023-08:57:32, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608c.jpg?DATEMAJ=29/08/2023-08:57:33, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608d.jpg?DATEMAJ=29/08/2023-08:57:34, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608e.jpg?DATEMAJ=29/08/2023-08:57:36, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608f.jpg?DATEMAJ=29/08/2023-08:57:37, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608g.jpg?DATEMAJ=29/08/2023-08:57:38, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608h.jpg?DATEMAJ=29/08/2023-08:57:39, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608i.jpg?DATEMAJ=29/08/2023-08:57:40, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608j.jpg?DATEMAJ=29/08/2023-08:57:41, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608k.jpg?DATEMAJ=29/08/2023-08:57:42, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608l.jpg?DATEMAJ=29/08/2023-08:57:43, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608m.jpg?DATEMAJ=29/08/2023-08:57:44, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608n.jpg?DATEMAJ=29/08/2023-08:57:45, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608o.jpg?DATEMAJ=29/08/2023-08:57:46, https://media.immo-facile.com/office9/laforet_pontarlier_jpl/catalog/images/pr_p/2/1/7/7/1/6/0/8/21771608p.jpg?DATEMAJ=29/08/2023-08:57:46"
Granville,50400,buy,castle,749301049-14,Maison 14 chambre(s) à vendre,2023-08-26T13:38:29.111Z,2023-09-11T10:15:14.960Z,False,22,14,1400000,"https://photos.ubiflow.net/550243/395859953/photos/1.jpg?INSOON_EB_5512801818_20230908141553, https://photos.ubiflow.net/550243/395859953/photos/2.jpg?INSOON_EB_5512801818_20230909094555, https://photos.ubiflow.net/550243/395859953/photos/3.jpg?INSOON_EB_5512801818_20230909171105, https://photos.ubiflow.net/550243/395859953/photos/4.jpg?INSOON_EB_5512801818_20230909094555, https://photos.ubiflow.net/550243/395859953/photos/5.jpg?INSOON_EB_5512801818_20230911094828, https://photos.ubiflow.net/550243/395859953/photos/6.jpg?INSOON_EB_5512801818_20230908201845, https://photos.ubiflow.net/550243/395859953/photos/7.jpg?INSOON_EB_5512801818_20230909171105, https://photos.ubiflow.net/550243/395859953/photos/8.jpg?INSOON_EB_5512801818_20230910124427, https://photos.ubiflow.net/550243/395859953/photos/9.jpg?INSOON_EB_5512801818_20230910004409, https://photos.ubiflow.net/550243/395859953/photos/10.jpg?INSOON_EB_5512801818_20230909094555, https://photos.ubiflow.net/550243/395859953/photos/11.jpg?INSOON_EB_5512801818_20230910094042"
Tours,37000,prestige,castle,1000529,Château XV ème proche de Tours entièrement restaurè dans un parc clos de murs,2023-08-10T12:12:07.035Z,2023-09-07T05:20:17.799Z,False,15,8,2370000,"https://photo.safti.fr/biens/01/00/1000529/e5739321fc51bf1086538317583af0f020da4ee1/g.jpg, https://photo.safti.fr/biens/01/00/1000529/0653ef663e1a59e8b5d71939303517e97b3d1a6b/g.jpg, https://photo.safti.fr/biens/01/00/1000529/393c4729344e5e5124bbfeea179b6c3ad8cdb1ba/g.jpg, https://photo.safti.fr/biens/01/00/1000529/fffddc67a8439fb459773b20cbbea616643313aa/g.jpg, https://photo.safti.fr/biens/01/00/1000529/df268e95681fd0f2ae2ecb59cc957b814d20e618/g.jpg, https://photo.safti.fr/biens/01/00/1000529/e55c57efd155130336f702cebb98bafaea44f8b5/g.jpg, https://photo.safti.fr/biens/01/00/1000529/7acbd36c28fdc85bf9c9d63748f005451e306fff/g.jpg, https://photo.safti.fr/biens/01/00/1000529/0bc71dc0b14c8b084066bfda34a274f292f48eb4/g.jpg, https://photo.safti.fr/biens/01/00/1000529/f8d950eca1b50d612240d5f1905fee67e1f2d01a/g.jpg, https://photo.safti.fr/biens/01/00/1000529/77a390b0745248b7bd61510bf795edf28dc019ee/g.jpg, https://photo.safti.fr/biens/01/00/1000529/bfa98f8564d2ed3c005768a6c958e9988b6b2122/g.jpg, https://photo.safti.fr/biens/01/00/1000529/73f3478a712a07afa766af69bd33eb77fc9a25fd/g.jpg, https://photo.safti.fr/biens/01/00/1000529/6fb9ff2355f8d565e61c72329bd1cae40c8cee80/g.jpg, https://photo.safti.fr/biens/01/00/1000529/c20ddcbeacbd0dabb4660924e478941bbd7cb2bd/g.jpg, https://photo.safti.fr/biens/01/00/1000529/1c75c8d77d47d228bf394460204a614ab27614b7/g.jpg, https://photo.safti.fr/biens/01/00/1000529/6b3157159c875a2ec79d66cb4582d4a565ddfeaf/g.jpg, https://photo.safti.fr/biens/01/00/1000529/d9d1ae6b7cf795b4c5fb3d6798ea3a03e9d2df74/g.jpg, https://photo.safti.fr/biens/01/00/1000529/85a78ed66334fae9d53eb0b3acd1fd527421baaa/g.jpg, https://photo.safti.fr/biens/01/00/1000529/36e2c773429f95a0ecbb5bcab984c13d874349f5/g.jpg, https://photo.safti.fr/biens/01/00/1000529/b10d8cb05b5dfdfa0011d6af67e25aa77b6498eb/g.jpg"
Niort,79000,buy,castle,BVI71413,Superbe château du XIVe siècle entièrement restauré avec des intérieurs époustouflants,2023-08-04T18:59:31.540Z,2023-09-10T06:36:32.585Z,False,16,7,1399000,"https://photos.ubiflow.net/160619/394069166/photos/1.jpg?INSOON_EB_5512801818_20230804090129, https://photos.ubiflow.net/160619/394069166/photos/2.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/3.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/4.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/5.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/6.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/7.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/8.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/9.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/10.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/11.jpg?INSOON_EB_5512801818_20230809090453, https://photos.ubiflow.net/160619/394069166/photos/12.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/13.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/14.jpg?INSOON_EB_5512801818_20230811090024, https://photos.ubiflow.net/160619/394069166/photos/15.jpg?INSOON_EB_5512801818_20230811090024"
Saint-Barthélemy,70270,buy,castle,EV6073AL,SAINT-BARTHELEMY-70270  A SAISIR ! jolie Ferme de type 6 +logement indépendant loué Airbnb  avec possibilité de création,2023-08-04T00:31:57.884Z,2023-09-07T20:33:49.319Z,False,,5,199000,"https://photos.ubiflow.net/691704/394004852/photos/1.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/2.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/3.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/4.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/5.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/6.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/7.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/8.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/9.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/10.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/11.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/12.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/13.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/14.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/15.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/16.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/17.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/18.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/19.jpg?INSOON_EB_5512801818_20230803201649, https://photos.ubiflow.net/691704/394004852/photos/20.jpg?INSOON_EB_5512801818_20230803201649"
Le Clapier,12540,buy,castle,80_2967,Chateau médiéval en Aveyron,2023-07-27T20:31:19.218Z,2023-09-05T20:37:30.782Z,False,7,3,330000,"https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_2b166eabb6c21db89d9d218205e779cf.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_61ebad1788bea7dc678b09ab93c00026.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_1f60dcc30c541c05a0281a3e0a88cbdb.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_f48aba51a12d21262a93b72045d35abd.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_3c5b6c3816df856553a98e9922155a81.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_bab6c087cab0552992c405a47d101f4b.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_8a0c72af334c843f07ad807e7194c146.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/80/12e095e8e08f74475b3874b019276f6b/photo_8a912aa87e04316b5a88f964914029f4.jpg"
Poitiers,86000,buy,castle,BVI70962,Château Renaissance du XVIe siècle magnifiquement rénové,2023-07-25T19:49:36.731Z,2023-09-08T12:31:00.951Z,False,13,2,1995000,"https://photos.ubiflow.net/160619/393082454/photos/1.jpg?INSOON_EB_5512801818_20230725090203, https://photos.ubiflow.net/160619/393082454/photos/2.jpg?INSOON_EB_5512801818_20230725090203, https://photos.ubiflow.net/160619/393082454/photos/3.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/4.jpg?INSOON_EB_5512801818_20230728090307, https://photos.ubiflow.net/160619/393082454/photos/5.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/6.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/7.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/8.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/9.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/10.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/11.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/12.jpg?INSOON_EB_5512801818_20230726090417, https://photos.ubiflow.net/160619/393082454/photos/13.jpg?INSOON_EB_5512801818_20230727090658, https://photos.ubiflow.net/160619/393082454/photos/14.jpg?INSOON_EB_5512801818_20230727090658, https://photos.ubiflow.net/160619/393082454/photos/15.jpg?INSOON_EB_5512801818_20230727090658"
Chauvirey-le-Châtel,70500,buy,castle,62127DHI495,Une parti d'un château magnifiquement rénové m9914-62127,2023-07-21T05:58:27.585Z,2023-08-31T04:54:24.352Z,False,8,4,369000,"https://photos.ubiflow.net/753274/392731352/photos/1.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/2.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/3.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/4.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/5.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/6.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/7.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/8.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/9.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/10.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/11.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/12.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/13.jpg?INSOON_EB_5512801818_20230721070015, https://photos.ubiflow.net/753274/392731352/photos/14.jpg?INSOON_EB_5512801818_20230721070015"
Artagnan,65500,buy,castle,340936256900,Charmante propriété avec parc et piscine,2023-07-20T20:41:37.130Z,2023-08-19T07:00:18.161Z,False,18,7,694000,"https://photos.ubiflow.net/340369/392659199/photos/1.jpg?INSOON_EB_5512801818_20230720164646, https://photos.ubiflow.net/340369/392659199/photos/2.jpg?INSOON_EB_5512801818_20230720164646, https://photos.ubiflow.net/340369/392659199/photos/3.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/4.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/5.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/6.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/7.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/8.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/9.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/10.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/11.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/12.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/13.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/14.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/15.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/16.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/17.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/18.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/19.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/20.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/21.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/22.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/23.jpg?INSOON_EB_5512801818_20230720205630, https://photos.ubiflow.net/340369/392659199/photos/24.jpg?INSOON_EB_5512801818_20230720164647, https://photos.ubiflow.net/340369/392659199/photos/25.jpg?INSOON_EB_5512801818_20230720164647, https://photos.ubiflow.net/340369/392659199/photos/26.jpg?INSOON_EB_5512801818_20230720164647"
Châteaubriant,44110,buy,castle,137_413457,Château fin XIXe -début XXe Siècle,1970-01-01T00:00:00.000Z,2023-08-18T14:01:35.917Z,False,22,10,1030000,"https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_2af5c57ed7c25c847b31bd0d03de3432.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_5c392058ff8e5a72049a29b75aaec750.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_6bb882be3b9e196577e5d8990a4506ee.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_74a34d61f6f8e175d30077ab3844a685.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_ecd51bcbb1ee97bc0e8e634311589151.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_c804e0692f368192173f1246bbbed0b4.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_cd9824fc61e2ffaea7ca91807f20553e.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_784dd68b2a7a38b657ec078a043e4bb9.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_303d3dd9bf586fbcddfdd94103c4229f.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_f2367ef63569313cc7356100a367c540.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_b12db2a827934b8a93bd50085b9185ae.jpg, https://sublimons.staticlbi.com/original/images/biens/137/bc01939c78f895c81baec07993469fa9/photo_43f354d718ad1b5d036d2c856d8850d7.jpg"
Limoges,87000,buy,castle,BVI26358,"Magnifique Château avec des vues imprenables, étang, et terrain",1970-01-01T00:00:00.000Z,2023-08-29T19:36:55.367Z,False,13,9,648900,"https://photos.ubiflow.net/860602/391750562/photos/1.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/2.jpg?INSOON_EB_5512801818_20230809092848, https://photos.ubiflow.net/860602/391750562/photos/3.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/4.jpg?INSOON_EB_5512801818_20230829093249, https://photos.ubiflow.net/860602/391750562/photos/5.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/6.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/7.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/8.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/9.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/10.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/11.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/12.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/13.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/14.jpg?INSOON_EB_5512801818_20230711092533, https://photos.ubiflow.net/860602/391750562/photos/15.jpg?INSOON_EB_5512801818_20230711092533"
Orée-d'Anjou,49270,prestige,castle,136373,Appartement  T5  dans  un Château.,1970-01-01T00:00:00.000Z,2023-09-05T12:33:16.974Z,False,5,3,336700,"https://image.megagence.com/biens/1/36/136373/667ff23d0c473a2fc7d83c3544efe89790b64670/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/365c07f5dd016f0889c29ba9a17edf6fb8f6a399/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/5416036cb3e98c7ad6a7a95e6991b1ff60ece2f0/rg.jpg?4, https://image.megagence.com/biens/1/36/136373/941994da81f726e30f60c3585357a716cccc8714/rg.jpg?4, https://image.megagence.com/biens/1/36/136373/1e82dc1cd0d224aeceb6101a095ba557a9280cf3/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/080c0da0aa9315863f4355f7643b0fb8294c27e8/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/cb5b61079a4ced03be3adb85fed533c3c9851451/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/73d2413470f4f51533317adbe1c9b94d794314fd/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/77ae98d2ecb0a2dc1af434f7539112118869c0bb/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/8dd63c52edc407625d3753c6f07c900f07e1620e/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/16fd8266576ca9e79156a03a13388d1f804f96fc/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/bb337c08bfec396b80651759889ffc15853120d0/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/7bf09f235708da73fc412059955f2f68d0440f2e/rg.jpg?3, https://image.megagence.com/biens/1/36/136373/d0f7f3009762add648576568784d0c75541b67aa/rg.jpg?3"
Toulouse,31000,buy,castle,AS3-3948V_bienici,ENTRE TOULOUSE ET CARCASSONNE - PROPRIETE UNIQUE ET MONUMENT HISTORIQUE - IDEAL ACTIVITE DE RECEPTIO,1970-01-01T00:00:00.000Z,2023-09-05T01:54:02.127Z,False,50,19,2150000,"https://photos.ubiflow.net/810847/389877461/photos/1.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/2.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/3.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/4.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/5.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/6.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/7.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/8.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/9.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/10.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/11.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/12.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/13.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/14.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/15.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/16.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/17.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/18.jpg?INSOON_EB_5512801818_20230625012432, https://photos.ubiflow.net/810847/389877461/photos/19.jpg?INSOON_EB_5512801818_20230625012432"
