city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,photos
Niort,79000,buy,castle,BVI62119,Magnifique château alliant qualité de vie et affaires,1970-01-01T00:00:00.000Z,2023-08-15T09:17:45.024Z,False,,5,821500,"https://photos.ubiflow.net/160619/371823682/photos/1.jpg?INSOON_EB_5512801818_20230503091351, https://photos.ubiflow.net/160619/371823682/photos/2.jpg?INSOON_EB_5512801818_20230503091351, https://photos.ubiflow.net/160619/371823682/photos/3.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/4.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/5.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/6.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/7.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/8.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/9.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/10.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/11.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/12.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/13.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/14.jpg?INSOON_EB_5512801818_20230523090356, https://photos.ubiflow.net/160619/371823682/photos/15.jpg?INSOON_EB_5512801818_20230523090356"
Nizy-le-Comte,02150,prestige,castle,778589,"Château 850m2 sur sous-sol total et parc de 1,8 ha",1970-01-01T00:00:00.000Z,2023-09-09T15:43:18.044Z,False,20,8,1190000,"https://photo.safti.fr/biens/7/78/778589/21f49ad79bf5f7d61f9994a4a6eb42c16ef01bab/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/479d89abb2ca6ee4e74dbf9e85182d131aa34455/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/fe80f4ed02f433d7f02bb56d17b7b37b1eb3a27e/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/151edfdc591ae58bf76f51991880763c9aabfe83/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/2408cd3854aa19c08a8e28cf816b93c2d5c4ad18/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/543b38e353f0faa05efa9604960777b69291e22a/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/3278e4ba097d1809937f5a64de43fe12555fa433/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/e12af35368bbf57eb47d57116dfc9dde98e03a7f/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/1384f98a2c55589ac91afc19104a3a528fb5f497/rg.jpg?2, https://photo.safti.fr/biens/7/78/778589/9ffb803d94ed3d8e878aacce43426c44615a3a7b/rg.jpg?2"
Béziers,34500,prestige,castle,3412843769,Château,1970-01-01T00:00:00.000Z,2023-08-18T19:48:00.123Z,False,12,11,1390000,"http://photos.exportadapt.com/34128/3412843769_63.jpg, http://photos.exportadapt.com/34128/3412843769_59.jpg, http://photos.exportadapt.com/34128/3412843769_53.jpg, http://photos.exportadapt.com/34128/3412843769_51.jpg, http://photos.exportadapt.com/34128/3412843769_69.jpg, http://photos.exportadapt.com/34128/3412843769_47.jpg, http://photos.exportadapt.com/34128/3412843769_42.jpg, http://photos.exportadapt.com/34128/3412843769_55.jpg, http://photos.exportadapt.com/34128/3412843769_56.jpg, http://photos.exportadapt.com/34128/3412843769_61.jpg, http://photos.exportadapt.com/34128/3412843769_70.jpg, http://photos.exportadapt.com/34128/3412843769_60.jpg, http://photos.exportadapt.com/34128/3412843769_49.jpg"
Couëron,44220,prestige,castle,3007,Nantes - Couëron : Magnifique propriété,1970-01-01T00:00:00.000Z,2023-09-06T02:49:52.454Z,False,12,6,999000,"https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191a.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191b.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191c.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191d.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191e.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191f.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191g.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191h.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191i.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191j.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191k.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191l.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191m.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191n.jpg?DATEMAJ=21/11/2022-12:23:50, https://media.immo-facile.com/office8/cabinetstpasquier/catalog/images/pr_p/5/0/8/6/7/1/9/1/50867191o.jpg?DATEMAJ=21/11/2022-12:23:50"
Brive-la-Gaillarde,19100,buy,castle,BR311,"Brive - Chateau XIXème sur les hauteurs de la cité gaillarde,  parc arboré avec piscine",1970-01-01T00:00:00.000Z,2023-09-07T18:41:32.643Z,False,16,7,697000,"https://photos.ubiflow.net/190417/353705098/photos/1.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/2.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/3.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/4.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/5.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/6.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/7.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/8.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/9.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/10.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/11.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/12.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/13.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/14.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/15.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/16.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/17.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/18.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/19.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/20.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/21.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/22.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/23.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/24.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/25.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/26.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/27.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/28.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/29.jpg?INSOON_EB_5512801818_20230907125423, https://photos.ubiflow.net/190417/353705098/photos/30.jpg?INSOON_EB_5512801818_20230907125423"
Périgueux,24000,buy,castle,BR634,"Région Périgueux, trés beau château XVIIIème d'environ 1000 m² habitables sur un peu moins de 9 ha avec grande piscine",1970-01-01T00:00:00.000Z,2023-09-07T18:41:32.391Z,False,20,12,1550000,"https://photos.ubiflow.net/190417/353705269/photos/1.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/2.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/3.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/4.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/5.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/6.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/7.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/8.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/9.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/10.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/11.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/12.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/13.jpg?INSOON_EB_5512801818_20230907125500, https://photos.ubiflow.net/190417/353705269/photos/14.jpg?INSOON_EB_5512801818_20230907125500"
Marmande,47200,buy,castle,10028-EY,Château,1970-01-01T00:00:00.000Z,2023-08-18T11:26:10.203Z,False,9,5,850000,"https://photos.ubiflow.net/241136/350747977/photos/1.jpg?INSOON_EB_5512801818_20220711164103, https://photos.ubiflow.net/241136/350747977/photos/2.jpg?INSOON_EB_5512801818_20220711164103, https://photos.ubiflow.net/241136/350747977/photos/3.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/4.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/5.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/6.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/7.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/8.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/9.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/10.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/11.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/12.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/13.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/14.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/15.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/16.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/17.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/18.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/19.jpg?INSOON_EB_5512801818_20220711164104, https://photos.ubiflow.net/241136/350747977/photos/20.jpg?INSOON_EB_5512801818_20220711164104"
Cahors,46000,buy,castle,AS3-4343A_bienici,Château moderne de charme et d'élégance à vendre à Cahors !,2023-09-05T01:53:41.914Z,2023-09-05T01:53:41.914Z,False,12,7,1050000,"https://photos.ubiflow.net/810847/396763226/photos/1.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/2.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/3.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/4.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/5.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/6.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/7.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/8.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/9.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/10.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/11.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/12.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/13.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/14.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/15.jpg?INSOON_EB_5512801818_20230905013526, https://photos.ubiflow.net/810847/396763226/photos/16.jpg?INSOON_EB_5512801818_20230905013526"
Vignieu,38890,prestige,castle,12775,Complexe hôtelier,2023-09-04T14:30:04.971Z,2023-09-04T14:30:04.971Z,False,,,13000000,"https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f32245069ef.jpg?v=1693656009, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f3224521134.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323483358f.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f32244cddfb.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a5cb046.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a57e470.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a52e98b.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a542e8d.jpg?v=1693655973, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a5b42a5.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a559888.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a59bc91.jpg?v=1693655973, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a5ec692.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a671ba4.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a6aa78e.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a60fcd5.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a623e19.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a635079.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a653beb.jpg?v=1693656435, https://media.kwfrance.com/properties/pictures/3/1/3/3/4/7/64f323a692a8e.jpg?v=1693656435"
Saint-Denis-de-Gastines,53500,buy,castle,AT3-1553,Château du XIXe siècle,2023-08-23T16:12:19.511Z,2023-08-23T16:12:19.511Z,False,14,10,530000,"https://photos.ubiflow.net/530462/395541623/photos/1.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/2.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/3.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/4.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/5.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/6.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/7.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/8.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/9.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/10.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/11.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/12.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/13.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/14.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/15.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/16.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/17.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/18.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/19.jpg?INSOON_EB_5512801818_20230823130343, https://photos.ubiflow.net/530462/395541623/photos/20.jpg?INSOON_EB_5512801818_20230823130343"
Carcassonne,11000,buy,castle,12012261696,Château,2023-08-22T18:37:17.047Z,2023-08-22T18:37:17.047Z,False,35,17,2390000,"http://photos.exportadapt.com/12012/12012261696_8.jpg, http://photos.exportadapt.com/12012/12012261696_1.jpg, http://photos.exportadapt.com/12012/12012261696_2.jpg, http://photos.exportadapt.com/12012/12012261696_3.jpg, http://photos.exportadapt.com/12012/12012261696_4.jpg, http://photos.exportadapt.com/12012/12012261696_5.jpg, http://photos.exportadapt.com/12012/12012261696_6.jpg, http://photos.exportadapt.com/12012/12012261696_9.jpg, http://photos.exportadapt.com/12012/12012261696_10.jpg, http://photos.exportadapt.com/12012/12012261696_11.jpg, http://photos.exportadapt.com/12012/12012261696_12.jpg, http://photos.exportadapt.com/12012/12012261696_7.jpg, http://photos.exportadapt.com/12012/12012261696_13.jpg, http://photos.exportadapt.com/12012/12012261696_14.jpg, http://photos.exportadapt.com/12012/12012261696_15.jpg, http://photos.exportadapt.com/12012/12012261696_16.jpg, http://photos.exportadapt.com/12012/12012261696_17.jpg, http://photos.exportadapt.com/12012/12012261696_18.jpg, http://photos.exportadapt.com/12012/12012261696_19.jpg, http://photos.exportadapt.com/12012/12012261696_20.jpg"
Cissac-Médoc,33250,buy,castle,339107XAB,Château  720 m2,2023-08-19T01:56:37.682Z,2023-08-19T01:56:37.682Z,False,,1,795000,"https://photos.ubiflow.net/440414/395190833/photos/1.jpg?INSOON_EB_5512801818_20230819015931, https://photos.ubiflow.net/440414/395190833/photos/2.jpg?INSOON_EB_5512801818_20230819015931, https://photos.ubiflow.net/440414/395190833/photos/3.jpg?INSOON_EB_5512801818_20230819015931, https://photos.ubiflow.net/440414/395190833/photos/4.jpg?INSOON_EB_5512801818_20230819015931, https://photos.ubiflow.net/440414/395190833/photos/5.jpg?INSOON_EB_5512801818_20230819015931, https://photos.ubiflow.net/440414/395190833/photos/6.jpg?INSOON_EB_5512801818_20230819015931"
Carcassonne,11000,prestige,castle,190_3005,Château du 16 ème siècle,2023-08-12T18:12:31.378Z,2023-09-05T06:26:02.915Z,False,22,10,1239000,"https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_5f5380aededef18105722bc7db710778.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_3c3bc1fdc16eeb26f901a49ddb592007.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_9fd590d0f3c849d13e886b06b04d021c.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_2434adf5e8ec2f63e1b4cc73e3595ab8.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_a9ed8b66dbe78173e91df2ccbd2522d4.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_794c189dd03b64495e371e25fffa04bc.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_43a5189b78c3d06b7993cdc6f897b4e7.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_a4748e524b9afaa79bf405e4cc043c2f.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_0d913e5b2d8eae3491362219bdf7db08.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_e7cf9939045762c3587427752222a850.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_c4cd0aca3c154560c3e88bbd578601e2.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_6cb5c391fff0853ae395f9594ebf1d50.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_14c20a65c3ea390807b41dd3edbfeca5.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_032ec80de8e5a03cdaed5ec69f7db168.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_580bfd4fd79832fd4c153858e312b39c.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_b1312c8d4f34505ea9ff3db707e115f5.jpg, https://lloyd-davis.staticlbi.com/original/images/biens/190/bf1678c0ce37d0a8a30096719b2a46cf/photo_eceaa1a67cf6350a61750caacb2ad76c.jpg"
Fourcès,32250,buy,castle,4151,Château médiéval dans un parc bordé par une rivière situé à,2023-08-11T17:12:41.333Z,2023-09-11T01:09:10.535Z,False,15,10,1500000,"https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_96578f0e93d2084a10dee93d851bfc11.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_bba7dc297724c8c403b9a3901b7eae78.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_1c4fa49a0b90b3b75f3ce84b3963a68a.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_e948ff8906fc5ae1aa6b64264bfe6bb9.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_8ea127ff187b664cfeca0ce622b6c887.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_e06150ad411541ee1fcf805a75652f19.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_4a52eb3ba3ca880934bf48019046bfca.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_df9d634fe248099dbd0c5c427ec85557.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_accfc5c77b8ffeac18688cf89710b4cf.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_a0ebd5f9572d2e9bd28d82c5afefccc5.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_e3c0f0f06741c800e7520943bf0571cd.jpg, https://laffargueimmo.staticlbi.com/original/images/biens/1/8e296a067a37563370ded05f5a3bf3ec/photo_2b11a1b28ba396df924354e4abbc4b41.jpg"
